source_signature,taxonomy_group,source_resolution_level,uid_count,taxid,organism_name,species_name,direct_taxid_in_ncbi_all,species_name_in_ncbi_all,organism_name_in_ncbi_all,union_in_ncbi_all,union_in_ncbi_no_predictions,union_in_ncbi2gtdb,trait_count_ncbi_all
proteome:UP000002211,target_bacteria,proteome,134,488221,Streptococcus pneumoniae (strain 70585),streptococcus pneumoniae,False,True,True,True,True,True,191
proteome:UP000002212,target_bacteria,proteome,116,632772,Rhodococcus opacus (strain B4),rhodococcus opacus,False,True,True,True,True,True,178
proteome:UP000002213,target_bacteria,proteome,5,446462,Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101),actinosynnema mirum,False,True,True,True,True,True,151
proteome:UP000002214,target_bacteria,proteome,194,405534,Bacillus cereus (strain AH187),bacillus cereus,False,True,True,True,True,True,201
proteome:UP000002215,target_bacteria,proteome,4,485918,Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034),chitinophaga pinensis,False,False,False,False,False,True,0
proteome:UP000002216,target_bacteria,proteome,1,525897,Desulfomicrobium baculatum (strain DSM 4028 / VKM B-1378 / X) (Desulfovibrio baculatus),desulfomicrobium baculatum,False,True,True,True,True,True,137
proteome:UP000002218,target_bacteria,proteome,4,479431,Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104) (Microsphaera multipartita),nakamurella multipartita,False,True,True,True,True,True,156
proteome:UP000002219,target_bacteria,proteome,5,446468,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),nocardiopsis dassonvillei,False,True,True,True,True,True,174
proteome:UP000002220,target_bacteria,proteome,1,521674,Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / Mu 290) (Planctomyces limnophilus),planctopirus limnophila,False,False,False,False,False,True,0
proteome:UP000002221,target_bacteria,proteome,1,518766,Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis),rhodothermus marinus,False,False,False,False,False,True,0
proteome:UP000002230,target_bacteria,proteome,1,718251,Edwardsiella tarda (strain FL6-60),edwardsiella tarda,False,True,True,True,True,True,172
proteome:UP000002233,target_bacteria,proteome,17,655816,Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) (Bacillus subtilis subsp. spizizenii),bacillus spizizenii,False,True,True,True,True,True,161
proteome:UP000002247,target_bacteria,proteome,4,640132,Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578),segniliparus rotundus,False,True,True,True,True,True,159
proteome:UP000002255,target_bacteria,proteome,3,446471,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),xylanimonas cellulosilytica,False,True,True,True,True,True,156
proteome:UP000002256,target_bacteria,proteome,4,395491,Rhizobium leguminosarum bv. trifolii (strain WSM1325),rhizobium leguminosarum,False,False,False,False,False,True,0
proteome:UP000002257,target_bacteria,proteome,97,395965,Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB 13906 / BL2),methylocella silvestris,False,True,True,True,True,True,151
proteome:UP000002258,target_fungi,proteome,72,322104,Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis),scheffersomyces stipitis,False,False,False,False,False,False,0
proteome:UP000002274,target_bacteria,proteome,129,59922,Prochlorococcus marinus (strain MIT 9303),prochlorococcus marinus,False,False,False,False,False,True,0
proteome:UP000002275,target_bacteria,proteome,370,216895,Vibrio vulnificus (strain CMCP6),vibrio vulnificus,False,True,True,True,True,True,188
proteome:UP000002276,target_bacteria,proteome,79,290434,Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi) (Borreliella bavariensis),borreliella bavariensis,False,True,False,True,True,True,9
proteome:UP000002283,target_bacteria,proteome,179,412022,Burkholderia mallei (strain NCTC 10229),burkholderia mallei,False,True,True,True,True,True,140
proteome:UP000002286,target_bacteria,proteome,186,272831,Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),neisseria meningitidis,False,True,False,True,True,True,189
proteome:UP000002287,target_bacteria,proteome,200,269482,Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808)),burkholderia vietnamiensis,False,True,False,True,True,True,163
proteome:UP000002300,target_bacteria,proteome,218,315749,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),bacillus cytotoxicus,False,True,True,True,True,True,156
proteome:UP000002301,target_bacteria,proteome,170,439375,Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi),brucella anthropi,False,False,False,False,False,True,0
proteome:UP000002302,target_bacteria,proteome,155,360109,Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97),campylobacter jejuni,False,True,False,True,True,True,183
proteome:UP000002305,target_bacteria,proteome,80,347255,Rickettsia africae (strain ESF-5),rickettsia africae,False,True,True,True,True,True,133
proteome:UP000002307,target_archaea,proteome,80,427318,Saccharolobus islandicus (strain M.16.27) (Sulfolobus islandicus),saccharolobus islandicus,False,True,True,True,True,True,134
proteome:UP000002308,target_archaea,proteome,81,439386,Saccharolobus islandicus (strain Y.G.57.14 / Yellowstone #1) (Sulfolobus islandicus),saccharolobus islandicus,False,True,True,True,True,True,134
proteome:UP000002311,target_fungi,proteome,1071,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),saccharomyces cerevisiae,False,False,False,False,False,False,0
proteome:UP000002313,target_fungi,proteome,1,876142,Encephalitozoon intestinalis (strain ATCC 50506) (Microsporidian parasite) (Septata intestinalis),encephalitozoon intestinalis,False,False,False,False,False,False,0
proteome:UP000002315,target_archaea,proteome,12,523846,Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S),methanothermus fervidus,False,False,False,False,False,True,0
proteome:UP000002318,target_bacteria,proteome,1,573413,Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228) (Spirochaeta smaragdinae),sediminispirochaeta smaragdinae,False,True,True,True,True,True,134
proteome:UP000002333,target_bacteria,proteome,116,515621,Clostridium botulinum (strain 657 / Type Ba4),clostridium botulinum,False,True,True,True,True,True,157
proteome:UP000002334,target_bacteria,proteome,99,572265,Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT),candidatus williamhamiltonella defendens,False,False,False,False,False,True,0
proteome:UP000002350,target_bacteria,proteome,8,637905,Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12),shewanella violacea,False,True,True,True,True,True,145
proteome:UP000002357,target_bacteria,proteome,8,1901,Streptomyces clavuligerus,streptomyces clavuligerus,True,True,True,True,True,True,139
proteome:UP000002361,target_bacteria,proteome,53,272942,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),rhodobacter capsulatus,False,False,False,False,False,True,0
proteome:UP000002363,target_bacteria,proteome,7,716541,Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCTC 10005 / WDCM 00083 / NCDC 279-56),enterobacter cloacae,False,True,False,True,True,True,184
proteome:UP000002365,target_bacteria,proteome,9,592022,Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium),priestia megaterium,False,True,True,True,True,True,178
proteome:UP000002368,target_bacteria,proteome,1,562970,Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2) (Bacillus tusciae),kyrpidia tusciae,False,True,True,True,True,True,135
proteome:UP000002376,target_archaea,proteome,1,633148,Thermosphaera aggregans (strain DSM 11486 / M11TL),thermosphaera aggregans,False,True,True,True,True,False,139
proteome:UP000002382,target_bacteria,proteome,55,521045,Kosmotoga olearia (strain ATCC BAA-1733 / DSM 21960 / TBF 19.5.1),kosmotoga olearia,False,True,True,True,True,True,144
proteome:UP000002383,target_bacteria,proteome,116,396588,Thioalkalivibrio sulfidiphilus (strain HL-EbGR7),thioalkalivibrio sulfidiphilus,False,True,True,True,True,True,141
proteome:UP000002384,target_bacteria,proteome,115,65393,Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424)),gloeothece citriformis,False,False,False,False,False,True,0
proteome:UP000002385,target_bacteria,proteome,102,440085,Methylorubrum extorquens (strain CM4 / NCIMB 13688) (Methylobacterium extorquens),methylorubrum extorquens,False,True,True,True,True,True,166
proteome:UP000002402,target_bacteria,proteome,138,246197,Myxococcus xanthus (strain DK1622),myxococcus xanthus,False,True,True,True,True,True,152
proteome:UP000002407,target_bacteria,proteome,113,360107,Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG 19568 / NCTC 13146 / CH001A),campylobacter hominis,False,True,True,True,True,True,160
proteome:UP000002408,target_archaea,proteome,89,456442,Methanoregula boonei (strain DSM 21154 / JCM 14090 / 6A8),methanoregula boonei,False,False,False,False,False,True,0
proteome:UP000002410,target_bacteria,proteome,138,441772,Clostridium botulinum (strain Langeland / NCTC 10281 / Type F),clostridium botulinum,False,True,True,True,True,True,157
proteome:UP000002411,target_bacteria,proteome,138,431943,Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NBRC 12016 / NCIMB 10680 / K1),clostridium kluyveri,False,True,True,True,True,True,135
proteome:UP000002412,target_bacteria,proteome,334,349747,Yersinia pseudotuberculosis serotype O:1b (strain IP 31758),yersinia pseudotuberculosis,False,True,False,True,True,True,187
proteome:UP000002415,target_bacteria,proteome,79,381764,Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1),fervidobacterium nodosum,False,True,True,True,True,True,150
proteome:UP000002417,target_bacteria,proteome,113,78245,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),xanthobacter autotrophicus,False,True,True,True,True,False,156
proteome:UP000002419,target_bacteria,proteome,87,205913,Bifidobacterium longum (strain DJO10A),bifidobacterium longum,False,True,True,True,True,True,182
proteome:UP000002420,target_bacteria,proteome,125,398767,Trichlorobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) (Geobacter lovleyi),trichlorobacter lovleyi,False,True,True,True,True,True,135
proteome:UP000002424,target_bacteria,proteome,187,322710,Azotobacter vinelandii (strain DJ / ATCC BAA-1303),azotobacter vinelandii,False,True,True,True,True,True,143
proteome:UP000002425,target_bacteria,proteome,165,335284,Psychrobacter cryohalolentis (strain ATCC BAA-1226 / DSM 17306 / VKM B-2378 / K5),psychrobacter cryohalolentis,False,True,True,True,True,True,145
proteome:UP000002427,target_bacteria,proteome,132,374463,Baumannia cicadellinicola subsp. Homalodisca coagulata,candidatus palibaumannia cicadellinicola,False,False,False,False,False,True,0
proteome:UP000002428,target_fungi,proteome,179,284593,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus),candida glabrata,False,False,False,False,False,False,0
proteome:UP000002429,target_bacteria,proteome,196,266264,Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans),cupriavidus metallidurans,False,True,True,True,True,True,171
proteome:UP000002430,target_bacteria,proteome,94,363253,Lawsonia intracellularis (strain PHE/MN1-00),lawsonia intracellularis,False,True,True,True,True,True,134
proteome:UP000002431,target_bacteria,proteome,133,319795,Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),deinococcus geothermalis,False,True,True,True,True,True,174
proteome:UP000002432,target_bacteria,proteome,123,204669,Koribacter versatilis (strain Ellin345),candidatus korobacter versatilis,False,True,False,True,True,True,152
proteome:UP000002433,target_bacteria,proteome,120,370551,Streptococcus pyogenes serotype M12 (strain MGAS9429),streptococcus pyogenes,False,True,False,True,True,True,184
proteome:UP000002434,target_bacteria,proteome,119,370554,Streptococcus pyogenes serotype M4 (strain MGAS10750),streptococcus pyogenes,False,True,False,True,True,True,184
proteome:UP000002436,target_bacteria,proteome,114,370552,Streptococcus pyogenes serotype M2 (strain MGAS10270),streptococcus pyogenes,False,True,False,True,True,True,184
proteome:UP000002438,target_bacteria,proteome,656,208964,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),pseudomonas aeruginosa,False,True,True,True,True,True,219
proteome:UP000002439,target_archaea,proteome,153,178306,Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2),pyrobaculum aerophilum,False,True,True,True,True,True,134
proteome:UP000002440,target_bacteria,proteome,180,265072,Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 / KT),methylobacillus flagellatus,False,True,True,True,True,True,134
proteome:UP000002453,target_bacteria,proteome,80,484019,Thermosipho africanus (strain TCF52B),thermosipho africanus,False,True,True,True,True,True,134
proteome:UP000002456,target_bacteria,proteome,64,442563,Bifidobacterium animalis subsp. lactis (strain AD011),bifidobacterium animalis,False,True,False,True,True,True,184
proteome:UP000002457,target_archaea,proteome,58,521011,Methanosphaerula palustris (strain ATCC BAA-1556 / DSM 19958 / E1-9c),methanosphaerula palustris,False,False,False,False,False,True,0
proteome:UP000002480,target_bacteria,proteome,167,272947,Rickettsia prowazekii (strain Madrid E),rickettsia prowazekii,False,True,True,True,True,True,135
proteome:UP000002481,target_bacteria,proteome,361,158878,Staphylococcus aureus (strain Mu50 / ATCC 700699),staphylococcus aureus,False,True,True,True,True,True,202
proteome:UP000002484,target_bacteria,proteome,1,298654,Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax),pseudofrankia inefficax,True,True,True,True,True,True,134
proteome:UP000002485,target_fungi,proteome,880,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),schizosaccharomyces pombe,False,False,False,False,False,False,0
proteome:UP000002487,target_archaea,proteome,260,188937,Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A),methanosarcina acetivorans,False,False,False,False,False,True,0
proteome:UP000002489,target_fungi,proteome,1,660025,Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt),fusarium oxysporum,False,False,False,False,False,False,0
proteome:UP000002493,target_bacteria,proteome,383,223926,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633),vibrio parahaemolyticus,False,True,False,True,True,True,198
proteome:UP000002495,target_bacteria,proteome,167,235279,Helicobacter hepaticus (strain ATCC 51449 / 3B1),helicobacter hepaticus,False,True,True,True,True,True,146
proteome:UP000002497,target_fungi,proteome,4,443226,Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus),coccidioides posadasii,False,False,False,False,False,False,0
proteome:UP000002498,target_fungi,proteome,4,655844,Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23)),metarhizium robertsii,False,False,False,False,False,False,0
proteome:UP000002499,target_fungi,proteome,1,655827,Metarhizium acridum (strain CQMa 102),metarhizium acridum,False,False,False,False,False,False,0
proteome:UP000002505,target_bacteria,proteome,79,452863,Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus),pseudarthrobacter chlorophenolicus,False,True,True,True,True,True,152
proteome:UP000002506,target_bacteria,proteome,1,311424,Dehalococcoides mccartyi (strain VS),dehalococcoides mccartyi,False,True,True,True,True,True,136
proteome:UP000002507,target_bacteria,proteome,191,407976,Shewanella baltica (strain OS223),shewanella baltica,False,True,True,True,True,True,158
