source_signature,taxonomy_group,source_resolution_level,uid_count,taxid,organism_name,species_name,direct_taxid_in_ncbi_all,species_name_in_ncbi_all,organism_name_in_ncbi_all,union_in_ncbi_all,union_in_ncbi_no_predictions,union_in_ncbi2gtdb,trait_count_ncbi_all
proteome:UP000001745,target_fungi,proteome,17,441959,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),talaromyces stipitatus,False,False,False,False,False,False,0
proteome:UP000001746,target_archaea,proteome,3,485914,Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541) (Haloarcula mukohataei),halomicrobium mukohataei,False,False,False,False,False,True,0
proteome:UP000001747,target_archaea,proteome,80,429572,Saccharolobus islandicus (strain L.S.2.15 / Lassen #1) (Sulfolobus islandicus),saccharolobus islandicus,False,True,True,True,True,True,134
proteome:UP000001748,target_bacteria,proteome,166,546272,Brucella melitensis biotype 2 (strain ATCC 23457),brucella melitensis,False,False,False,False,False,True,0
proteome:UP000001784,target_bacteria,proteome,130,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),syntrophobacter fumaroxidans,False,True,True,True,True,True,138
proteome:UP000001798,target_fungi,proteome,39,332648,Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea),botryotinia fuckeliana,False,False,False,False,False,False,0
proteome:UP000001803,target_bacteria,proteome,60,565034,Brachyspira hyodysenteriae (strain ATCC 49526 / WA1),brachyspira hyodysenteriae,False,True,True,True,True,True,154
proteome:UP000001805,target_fungi,proteome,218,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),neurospora crassa,False,False,False,False,False,False,0
proteome:UP000001806,target_bacteria,proteome,255,107806,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium),buchnera aphidicola,False,True,False,True,True,True,133
proteome:UP000001807,target_bacteria,proteome,123,224326,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi),borreliella burgdorferi,False,True,True,True,True,True,135
proteome:UP000001816,target_bacteria,proteome,273,190650,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) (Caulobacter crescentus),caulobacter vibrioides,False,True,True,True,True,True,161
proteome:UP000001817,target_bacteria,proteome,234,266265,Paraburkholderia xenovorans (strain LB400),paraburkholderia xenovorans,False,True,True,True,True,True,158
proteome:UP000001818,target_bacteria,proteome,176,316057,Rhodopseudomonas palustris (strain BisB5),rhodopseudomonas palustris,False,True,True,True,True,True,151
proteome:UP000001822,target_bacteria,proteome,123,269798,Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465),cytophaga hutchinsonii,False,False,False,False,False,True,0
proteome:UP000001823,target_bacteria,proteome,159,195103,Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A),clostridium perfringens,False,True,True,True,True,True,190
proteome:UP000001824,target_bacteria,proteome,149,289380,Clostridium perfringens (strain SM101 / Type A),clostridium perfringens,False,True,True,True,True,True,190
proteome:UP000001826,target_archaea,proteome,202,190192,Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938),methanopyrus kandleri,False,False,False,False,False,True,0
proteome:UP000001841,target_bacteria,proteome,2,665029,Erwinia amylovora (strain CFBP1430),erwinia amylovora,False,True,True,True,True,True,153
proteome:UP000001844,target_bacteria,proteome,1,472759,Nitrosococcus halophilus (strain Nc4),nitrosococcus halophilus,False,True,True,True,True,True,134
proteome:UP000001847,target_bacteria,proteome,107,456481,Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris),leptospira biflexa,False,True,False,True,True,True,145
proteome:UP000001857,target_bacteria,proteome,222,388396,Aliivibrio fischeri (strain MJ11) (Vibrio fischeri),aliivibrio fischeri,False,True,True,True,True,True,174
proteome:UP000001861,target_fungi,proteome,28,240176,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),coprinopsis cinerea,False,False,False,False,False,False,0
proteome:UP000001865,target_bacteria,proteome,330,439843,Salmonella schwarzengrund (strain CVM19633),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000001866,target_bacteria,proteome,331,454169,Salmonella heidelberg (strain SL476),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000001867,target_bacteria,proteome,156,391008,Stenotrophomonas maltophilia (strain R551-3),stenotrophomonas maltophilia,False,True,True,True,True,True,201
proteome:UP000001868,target_bacteria,proteome,96,450851,Phenylobacterium zucineum (strain HLK1),phenylobacterium zucineum,False,True,True,True,True,False,133
proteome:UP000001869,target_bacteria,proteome,327,554290,Salmonella paratyphi A (strain AKU_12601),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000001870,target_bacteria,proteome,108,1774373,Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype),alteromonas mediterranea,False,False,False,False,False,True,0
proteome:UP000001873,target_bacteria,proteome,95,552526,Streptococcus equi subsp. zooepidemicus (strain MGCS10565),streptococcus equi,False,True,False,True,True,True,174
proteome:UP000001877,target_bacteria,proteome,117,358681,Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599),brevibacillus brevis,False,True,True,True,True,True,167
proteome:UP000001879,target_archaea,proteome,3,547559,Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii),natrialba magadii,False,False,False,False,False,True,0
proteome:UP000001880,target_bacteria,proteome,3,502025,Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),haliangium ochraceum,False,True,True,True,True,True,140
proteome:UP000001881,target_fungi,proteome,14,771870,Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell),sordaria macrospora,False,False,False,False,False,False,0
proteome:UP000001882,target_archaea,proteome,5,304371,Methanocella paludicola (strain DSM 17711 / JCM 13418 / NBRC 101707 / SANAE),methanocella paludicola,False,False,False,False,False,True,0
proteome:UP000001883,target_bacteria,proteome,3,680646,Rothia mucilaginosa (strain DY-18) (Stomatococcus mucilaginosus),rothia mucilaginosa,False,True,True,True,True,True,193
proteome:UP000001889,target_bacteria,proteome,5,637910,Citrobacter rodentium (strain ICC168) (Citrobacter freundii biotype 4280),citrobacter rodentium,False,True,True,True,True,True,170
proteome:UP000001901,target_archaea,proteome,2,572546,Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18),archaeoglobus profundus,False,True,True,True,True,True,136
proteome:UP000001902,target_bacteria,proteome,10,591001,Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / CCUG 9996 / CIP 106432 / VR4),acidaminococcus fermentans,False,True,True,True,True,True,160
proteome:UP000001903,target_archaea,proteome,6,543526,Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / JCM 9101 / NCIMB 13204 / VKM B-1734 / 4k) (Halococcus turkmenicus),haloterrigena turkmenica,False,False,False,False,False,True,0
proteome:UP000001910,target_bacteria,proteome,2,523794,Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b),leptotrichia buccalis,False,True,True,True,True,True,197
proteome:UP000001916,target_bacteria,proteome,1,526227,Allomeiothermus silvanus (strain ATCC 700542 / DSM 9946 / NBRC 106475 / NCIMB 13440 / VI-R2) (Thermus silvanus),allomeiothermus silvanus,False,True,True,True,True,True,137
proteome:UP000001917,target_bacteria,proteome,2,521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius),alicyclobacillus acidocaldarius,False,True,False,True,True,True,158
proteome:UP000001918,target_bacteria,proteome,8,471852,Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9),thermomonospora curvata,False,True,True,True,True,True,143
proteome:UP000001919,target_bacteria,proteome,2,446465,Brachybacterium faecium (strain ATCC 43885 / DSM 4810 / JCM 11609 / LMG 19847 / NBRC 14762 / NCIMB 9860 / 6-10),brachybacterium faecium,False,True,True,True,True,True,149
proteome:UP000001928,target_bacteria,proteome,70,340047,Mycoplasma capricolum subsp. capricolum (strain California kid / ATCC 27343 / NCTC 10154),mycoplasma capricolum,False,True,False,True,True,True,135
proteome:UP000001929,target_bacteria,proteome,205,269796,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1),rhodospirillum rubrum,False,True,True,True,True,True,148
proteome:UP000001930,target_bacteria,proteome,224,271848,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264),burkholderia thailandensis,False,True,True,True,True,True,153
proteome:UP000001931,target_archaea,proteome,107,339860,Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3),methanosphaera stadtmanae,False,False,False,False,False,True,0
proteome:UP000001932,target_bacteria,proteome,254,343509,Sodalis glossinidius (strain morsitans),sodalis glossinidius,False,True,True,True,True,True,135
proteome:UP000001933,target_bacteria,proteome,128,56780,Syntrophus aciditrophicus (strain SB),syntrophus aciditrophicus,False,True,True,True,True,True,134
proteome:UP000001934,target_bacteria,proteome,42,322098,Aster yellows witches'-broom phytoplasma (strain AYWB),aster yellows witches'-broom phytoplasma,False,True,True,True,True,True,133
proteome:UP000001935,target_bacteria,proteome,165,290397,Anaeromyxobacter dehalogenans (strain 2CP-C),anaeromyxobacter dehalogenans,False,True,True,True,True,True,134
proteome:UP000001936,target_bacteria,proteome,220,347834,Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42),rhizobium etli,False,False,False,False,False,True,0
proteome:UP000001937,target_bacteria,proteome,118,106370,Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3),frankia casuarinae,True,True,True,True,True,True,145
proteome:UP000001939,target_bacteria,proteome,255,367830,Staphylococcus aureus (strain USA300),staphylococcus aureus,False,True,True,True,True,True,202
proteome:UP000001941,target_archaea,proteome,112,323259,Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1),methanospirillum hungatei,False,False,False,False,False,True,0
proteome:UP000001942,target_bacteria,proteome,64,222891,Ehrlichia sennetsu (strain ATCC VR-367 / Miyayama) (Neorickettsia sennetsu),ehrlichia sennetsu,False,True,True,True,True,True,133
proteome:UP000001943,target_bacteria,proteome,65,212042,Anaplasma phagocytophilum (strain HZ),anaplasma phagocytophilum,False,True,True,True,True,True,133
proteome:UP000001944,target_bacteria,proteome,134,376619,Francisella tularensis subsp. holarctica (strain LVS),francisella tularensis,False,True,False,True,True,True,134
proteome:UP000001946,target_bacteria,proteome,148,138119,Desulfitobacterium hafniense (strain Y51),desulfitobacterium hafniense,False,True,True,True,True,True,146
proteome:UP000001947,target_bacteria,proteome,195,203122,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),saccharophagus degradans,False,True,True,True,True,True,149
proteome:UP000001951,target_bacteria,proteome,150,336407,Rickettsia bellii (strain RML369-C),rickettsia bellii,False,True,True,True,True,True,132
proteome:UP000001952,target_bacteria,proteome,371,364106,Escherichia coli (strain UTI89 / UPEC),escherichia coli,False,True,True,True,True,True,218
proteome:UP000001953,target_bacteria,proteome,173,323097,Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14),nitrobacter hamburgensis,False,True,True,True,True,True,134
proteome:UP000001955,target_bacteria,proteome,1,630626,Shimwellia blattae (strain ATCC 29907 / DSM 4481 / JCM 1650 / NBRC 105725 / CDC 9005-74) (Escherichia blattae),shimwellia blattae,False,True,True,True,True,True,158
proteome:UP000001959,target_bacteria,proteome,145,228405,Hyphomonas neptunium (strain ATCC 15444),hyphomonas neptunium,False,True,True,True,True,True,134
proteome:UP000001962,target_bacteria,proteome,187,187272,Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1),alkalilimnicola ehrlichii,False,True,True,True,True,True,140
proteome:UP000001963,target_bacteria,proteome,128,391165,Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1),granulibacter bethesdensis,False,True,True,True,True,True,146
proteome:UP000001964,target_bacteria,proteome,136,394221,Maricaulis maris (strain MCS10) (Caulobacter maris),maricaulis maris,False,True,True,True,True,False,144
proteome:UP000001966,target_bacteria,proteome,163,335283,Nitrosomonas eutropha (strain DSM 101675 / C91 / Nm57),nitrosomonas eutropha,False,True,True,True,True,True,133
proteome:UP000001968,target_bacteria,proteome,124,335541,Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen),syntrophomonas wolfei,False,True,False,True,True,True,133
proteome:UP000001971,target_bacteria,proteome,336,360102,Yersinia pestis bv. Antiqua (strain Antiqua),yersinia pestis,False,True,False,True,True,True,135
proteome:UP000001973,target_bacteria,proteome,372,100226,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),streptomyces coelicolor,False,True,False,True,True,True,133
proteome:UP000001974,target_archaea,proteome,217,273057,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),saccharolobus solfataricus,False,True,True,True,True,True,140
proteome:UP000001975,target_archaea,proteome,98,362976,Haloquadratum walsbyi (strain DSM 16790 / HBSQ001),haloquadratum walsbyi,False,False,False,False,False,True,0
proteome:UP000001976,target_bacteria,proteome,408,266834,Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti),rhizobium meliloti,False,False,False,False,False,True,0
proteome:UP000001977,target_bacteria,proteome,184,360910,Bordetella avium (strain 197N),bordetella avium,False,True,True,True,True,True,177
proteome:UP000001978,target_bacteria,proteome,135,272563,Clostridioides difficile (strain 630) (Peptoclostridium difficile),clostridioides difficile,False,True,True,True,True,True,183
proteome:UP000001979,target_archaea,proteome,136,259564,Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M),methanococcoides burtonii,False,False,False,False,False,True,0
proteome:UP000001982,target_bacteria,proteome,209,318161,Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),shewanella denitrificans,False,True,True,True,True,True,146
proteome:UP000001986,target_bacteria,proteome,126,441771,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),clostridium botulinum,False,True,True,True,True,True,157
proteome:UP000001988,target_bacteria,proteome,209,419947,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra),mycobacterium tuberculosis,False,True,True,True,True,True,147
proteome:UP000001989,target_bacteria,proteome,128,392499,Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1) (Sphingomonas wittichii),rhizorhabdus wittichii,False,True,True,True,True,True,151
proteome:UP000001990,target_bacteria,proteome,179,374931,Haemophilus influenzae (strain PittGG),haemophilus influenzae,False,True,True,True,True,True,183
proteome:UP000001991,target_bacteria,proteome,100,557436,Limosilactobacillus reuteri (strain DSM 20016) (Lactobacillus reuteri),limosilactobacillus reuteri,False,True,True,True,True,True,180
proteome:UP000001992,target_archaea,proteome,95,420247,Methanobrevibacter smithii (strain ATCC 35061 / DSM 861 / OCM 144 / PS),methanobrevibacter smithii,False,False,False,False,False,True,0
proteome:UP000001996,target_fungi,proteome,49,379508,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus),lodderomyces elongisporus,False,False,False,False,False,False,0
proteome:UP000001997,target_fungi,proteome,63,294746,Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii),meyerozyma guilliermondii,False,False,False,False,False,False,0
proteome:UP000002007,target_bacteria,proteome,64,288705,Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235),renibacterium salmoninarum,False,True,True,True,True,True,147
proteome:UP000002008,target_bacteria,proteome,120,324602,Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl),chloroflexus aurantiacus,False,True,True,True,True,True,134
proteome:UP000002010,target_bacteria,proteome,133,557598,Laribacter hongkongensis (strain HLHK9),laribacter hongkongensis,False,True,True,True,True,True,151
proteome:UP000002011,target_bacteria,proteome,1,471854,Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114),dyadobacter fermentans,False,False,False,False,False,True,0
proteome:UP000002012,target_bacteria,proteome,1,522772,Denitrovibrio acetiphilus (strain DSM 12809 / NBRC 114555 / N2460),denitrovibrio acetiphilus,False,True,True,True,True,True,139
proteome:UP000002014,target_bacteria,proteome,130,93060,Prochlorococcus marinus (strain MIT 9215),prochlorococcus marinus,False,False,False,False,False,True,0
proteome:UP000002015,target_bacteria,proteome,201,425104,Shewanella sediminis (strain HAW-EB3),shewanella sediminis,False,True,True,True,True,True,147
proteome:UP000002016,target_bacteria,proteome,86,416591,Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae),pseudothermotoga lettingae,False,True,True,True,True,True,134
proteome:UP000002018,target_bacteria,proteome,44,565575,Ureaplasma urealyticum serovar 10 (strain ATCC 33699 / Western),ureaplasma urealyticum,False,True,False,True,True,True,134
proteome:UP000002019,target_bacteria,proteome,2,459349,Cloacimonas acidaminovorans (strain Evry),candidatus cloacimonas acidaminovorans,False,False,False,False,False,True,0
proteome:UP000002020,target_bacteria,proteome,19,482235,Phytoplasma mali (strain AT),apple proliferation phytoplasma,False,False,False,False,False,False,0
proteome:UP000002027,target_bacteria,proteome,2,479434,Sphaerobacter thermophilus (strain ATCC 49802 / DSM 20745 / KCCM 41009 / NCIMB 13125 / S 6022),sphaerobacter thermophilus,False,True,True,True,True,True,141
proteome:UP000002028,target_bacteria,proteome,2,504472,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),spirosoma linguale,False,False,False,False,False,True,0
proteome:UP000002029,target_bacteria,proteome,7,479432,Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100),streptosporangium roseum,False,True,True,True,True,True,153
proteome:UP000002030,target_bacteria,proteome,1,525903,Thermanaerovibrio acidaminovorans (strain ATCC 49978 / DSM 6589 / Su883) (Selenomonas acidaminovorans),thermanaerovibrio acidaminovorans,False,True,True,True,True,True,138
proteome:UP000002035,target_fungi,proteome,15,554155,Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis),arthroderma otae,False,False,False,False,False,False,0
proteome:UP000002036,target_fungi,proteome,10,559295,Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans),lachancea thermotolerans,False,False,False,False,False,False,0
proteome:UP000002037,target_fungi,proteome,10,294747,Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast),candida tropicalis,False,False,False,False,False,False,0
proteome:UP000002038,target_fungi,proteome,9,559298,Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis),blastomyces gilchristii,False,False,False,False,False,False,0
proteome:UP000002039,target_fungi,proteome,8,559297,Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis),ajellomyces dermatitidis,False,False,False,False,False,False,0
proteome:UP000002043,target_bacteria,proteome,1,638303,Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12),thermocrinis albus,False,True,True,True,True,True,138
proteome:UP000002045,target_bacteria,proteome,1,406818,Xenorhabdus bovienii (strain SS-2004) (Xenorhabdus nematophila subsp. bovienii),xenorhabdus bovienii,False,True,True,True,True,True,153
proteome:UP000002058,target_fungi,proteome,15,336963,Uncinocarpus reesii (strain UAMH 1704),uncinocarpus reesii,False,False,False,False,False,False,0
proteome:UP000002059,target_fungi,proteome,10,502779,Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis),paracoccidioides lutzii,False,False,False,False,False,False,0
proteome:UP000002061,target_archaea,proteome,5,573063,Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME),methanocaldococcus infernus,False,False,False,False,False,True,0
proteome:UP000002063,target_archaea,proteome,6,579137,Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) (Methanococcus vulcanius),methanocaldococcus vulcanius,False,False,False,False,False,True,0
proteome:UP000002066,target_bacteria,proteome,1,591167,Streptomyces pratensis (strain ATCC 33331 / IAF-45CD),streptomyces pratensis,False,True,True,True,True,True,134
proteome:UP000002068,target_bacteria,proteome,2,645462,Clostridioides difficile (strain CD196) (Peptoclostridium difficile),clostridioides difficile,False,True,True,True,True,True,183
proteome:UP000002069,target_bacteria,proteome,7,693216,Cronobacter turicensis (strain DSM 18703 / CCUG 55852 / LMG 23827 / z3032),cronobacter turicensis,False,True,True,True,True,True,150
proteome:UP000002070,target_bacteria,proteome,3,645463,Clostridioides difficile (strain R20291) (Peptoclostridium difficile),clostridioides difficile,False,True,True,True,True,True,183
proteome:UP000002071,target_archaea,proteome,2,519442,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),halorhabdus utahensis,False,False,False,False,False,True,0
proteome:UP000002076,target_bacteria,proteome,1,604162,Neisseria meningitidis serogroup C (strain 8013),neisseria meningitidis,False,True,False,True,True,True,189
proteome:UP000002077,target_bacteria,proteome,72,548476,Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans),corynebacterium aurimucosum,False,True,True,True,True,False,180
proteome:UP000002084,target_bacteria,proteome,301,41514,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000002139,target_bacteria,proteome,104,448385,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),sorangium cellulosum,False,True,False,True,True,True,137
proteome:UP000002145,target_bacteria,proteome,127,203119,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum),acetivibrio thermocellus,False,True,True,True,True,True,144
proteome:UP000002146,target_archaea,proteome,91,368407,Methanoculleus marisnigri (strain ATCC 35101 / DSM 1498 / JR1),methanoculleus marisnigri,False,False,False,False,False,True,0
proteome:UP000002148,target_bacteria,proteome,142,388919,Streptococcus sanguinis (strain SK36),streptococcus sanguinis,False,True,True,True,True,True,186
proteome:UP000002149,target_fungi,proteome,98,214684,Cryptococcus deneoformans (strain JEC21 / ATCC MYA-565) (Cryptococcus neoformans var. neoformans serotype D),cryptococcus deneoformans,False,False,False,False,False,False,0
proteome:UP000002154,target_bacteria,proteome,211,315730,Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis),bacillus mycoides,False,True,True,True,True,True,168
proteome:UP000002156,target_bacteria,proteome,135,340099,Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) (Clostridium thermohydrosulfuricum),thermoanaerobacter pseudethanolicus,False,True,True,True,True,True,139
proteome:UP000002157,target_bacteria,proteome,248,76869,Pseudomonas putida (strain GB-1),pseudomonas putida,False,True,True,True,True,True,194
proteome:UP000002162,target_bacteria,proteome,52,505682,Ureaplasma parvum serovar 3 (strain ATCC 27815 / 27 / NCTC 11736),ureaplasma parvum,False,True,False,True,True,True,133
proteome:UP000002163,target_bacteria,proteome,140,487214,Streptococcus pneumoniae (strain Hungary19A-6),streptococcus pneumoniae,False,True,True,True,True,True,191
proteome:UP000002164,target_bacteria,proteome,119,444177,Lysinibacillus sphaericus (strain C3-41),lysinibacillus sphaericus,False,True,True,True,True,True,195
proteome:UP000002166,target_bacteria,proteome,76,349519,Leuconostoc citreum (strain KM20),leuconostoc citreum,False,True,True,True,True,True,174
proteome:UP000002168,target_bacteria,proteome,204,392500,Shewanella woodyi (strain ATCC 51908 / MS32),shewanella woodyi,False,True,True,True,True,True,155
proteome:UP000002169,target_bacteria,proteome,192,406425,Burkholderia orbicola (strain MC0-3),burkholderia orbicola,False,True,True,True,True,True,133
proteome:UP000002171,target_bacteria,proteome,1,207954,Neptuniibacter caesariensis,neptuniibacter caesariensis,True,True,True,True,True,True,158
proteome:UP000002186,target_bacteria,proteome,1,164330,Thauera aminoaromatica,thauera aminoaromatica,True,True,True,True,True,True,148
proteome:UP000002189,target_archaea,proteome,5,644281,Methanocaldococcus sp. (strain FS406-22),methanocaldococcus sp.,False,False,False,False,False,True,0
proteome:UP000002192,target_bacteria,proteome,155,203907,Blochmanniella floridana,blochmanniella floridana,False,False,False,False,False,True,0
proteome:UP000002193,target_bacteria,proteome,115,227941,Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae),chlamydia caviae,False,False,False,False,False,True,0
proteome:UP000002194,target_bacteria,proteome,182,882,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),nitratidesulfovibrio vulgaris,False,True,True,True,True,True,134
proteome:UP000002196,target_bacteria,proteome,256,272623,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),lactococcus lactis,False,True,False,True,True,True,186
proteome:UP000002197,target_bacteria,proteome,169,295405,Bacteroides fragilis (strain YCH46),bacteroides fragilis,False,False,False,False,False,True,0
proteome:UP000002198,target_bacteria,proteome,161,257309,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),corynebacterium diphtheriae,False,True,True,True,True,True,181
proteome:UP000002199,target_archaea,proteome,280,224325,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),archaeoglobus fulgidus,False,True,True,True,True,True,136
proteome:UP000002200,target_bacteria,proteome,90,203267,Tropheryma whipplei (strain Twist) (Whipple's bacillus),tropheryma whipplei,False,True,True,True,True,True,133
proteome:UP000002204,target_bacteria,proteome,93,234621,Rhodococcus erythropolis (strain PR4 / NBRC 100887),rhodococcus erythropolis,False,True,True,True,True,True,170
proteome:UP000002206,target_bacteria,proteome,130,488222,Streptococcus pneumoniae (strain JJA),streptococcus pneumoniae,False,True,True,True,True,True,191
proteome:UP000002207,target_bacteria,proteome,63,240015,Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / BCRC 80197 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161),acidobacterium capsulatum,False,True,True,True,True,False,153
proteome:UP000002208,target_bacteria,proteome,72,546414,Deinococcus deserti (strain DSM 17065 / CIP 109153 / LMG 22923 / VCD115),deinococcus deserti,False,True,True,True,True,True,142
proteome:UP000002209,target_bacteria,proteome,38,379066,Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27),gemmatimonas aurantiaca,False,False,False,False,False,True,0
proteome:UP000002210,target_bacteria,proteome,196,572264,Bacillus cereus (strain 03BB102),bacillus cereus,False,True,True,True,True,True,201
